# EPICA Dome C Ice Cores Deuterium Data 
# -----------------------------------------------------------------------
#	World Data Center for Paleoclimatology, Boulder
#	and
#	NOAA Paleoclimatology Program
# -----------------------------------------------------------------------
# NOTE: PLEASE CITE CONTRIBUTORS WHEN USING THIS DATA!!!!!
# 
# 
# NAME OF DATA SET: EPICA Dome C Ice Cores Deuterium Data 
# LAST UPDATE: 7/2004 (Original receipt by WDC Paleo)
# 
# 
# CONTRIBUTOR: Jean Jouzel, Institut Pierre Simon Laplace/
# Laboratoire des Sciences du Climat et de l'Environnement, 
# UMR CEA-CNRS 1572, CE Saclay, Orme des Merisiers, 
# 91191Gif-Sur-Yvette, France.
# 
# 
# IGBP PAGES/WDCA CONTRIBUTION SERIES NUMBER: 2004-038
# 
# 
# SUGGESTED DATA CITATION: Jouzel, J., et al. 2004.
# EPICA Dome C Ice Cores Deuterium Data. 
# IGBP PAGES/World Data Center for Paleoclimatology 
# Data Contribution Series # 2004-038.
# NOAA/NGDC Paleoclimatology Program, Boulder CO, USA.
# 
# 
# ORIGINAL REFERENCE: EPICA community members. 2004. 
# Eight glacial cycles from an Antarctic ice core.
# Nature, Vol. 429, No 6992, pp.623-628, June 10, 2004.
# doi:10.1038/nature02599.
# 
# 
# ABSTRACT:
# The Antarctic Vostok ice core provided compelling evidence of the nature of climate, 
# and of climate feedbacks, over the past 420,000 years. Marine records suggest that 
# the amplitude of climate variability was smaller before that time, but such records 
# are often poorly resolved. Moreover, it is not possible to infer the abundance of 
# greenhouse gases in the atmosphere from marine records. Here we report the recovery 
# of a deepice core from Dome C, Antarctica, that provides a climate record for the 
# past 740,000 years. For the four most recent glacial cycles, the data agree well 
# with the record from Vostok. The earlier period, between 740,000 and 430,000 years 
# ago, was characterized by less pronounced warmth in interglacial periods in Antarctica, 
# but a higher proportion of each cycle was spent in the warm mode. The transition 
# from glacial to interglacial conditions about 430,000 years ago (Termination V) 
# resembles the transition into the present interglacial period in terms of the 
# magnitude of change in temperatures and greenhouse gases, but there are significant 
# differences in the patterns of change. The interglacial stage following Termination 
# V was exceptionally long-28,000 years compared to, for example, the 12,000 years 
# recorded so far in the present interglacial period. Given the similarities between 
# this earlier warm period and today, our results may imply that without human 
# intervention, a climate similar to the present one would extend well into the future.
# 
# 
# 
# GEOGRAPHIC REGION: Antarctica
# PERIOD OF RECORD:  0 - 741 kyr BP
# 
# 
# DESCRIPTION: 
# Deuterium data from EPICA Dome C ice cores, 6.6-3140.5 metres, 
# also presented as 3 kyr averages, 0-741 kyr.
# 
# dD was determined on meltwater from 55 cm long sections. 
# The current dataset was derived using a "quick" mode 
# (each sample is measured twice instead of four times), 
# leading to a typical accuracy of 1.5‰, whereas we aim 
# for a final precision of 0.5‰ over the entire core.  
# The data here correspond to values averaged across seven 
# successive samples (depth scale) or averaged across 
# 3000 year intervals. Ages are given on timescale EDC2 
# (EPICA Community Members, Eight glacial cycles from an 
# Antarctic ice core, Nature, 429 (6992), 623-628, 2004).
# 
# 
# 
# 
# DATA:  
# 1. Deuterium data from EPICA Dome C ice cores, 6.6-3140.5 metres.
# 
#Column 1: Depth (m) at top of averaging interval
#Column 2: Depth (m) at bottom of averaging interval
#Column 3: Age (years before 1950 on EDC2 timescale) at top of averaging interval
#Column 4: Age (years before 1950 on EDC2 timescale) at bottom of averaging interval
#Column 5: Mean age (EDC2 timescale, mean of columns 3 and 4) 
#Column 6: dD, permill
#
Depth/top	Depth/bot	Age/Top	Age/bot	Age/mean	deltaD
1485	1488.85	109438	109879	109658.5	-424.8
1488.85	1492.7	109879	110294	110086.5	-422.07
1492.7	1496.55	110294	110696	110495	-421.39
1496.55	1500.4	110696	111094	110895	-417.61
1500.4	1504.25	111094	111480	111287	-415.69
1504.25	1508.1	111480	111855	111667.5	-411.36
1508.1	1511.95	111855	112226	112040.5	-410.71
1511.95	1515.8	112226	112585	112405.5	-408.17
1515.8	1519.65	112585	112943	112764	-407.57
1519.65	1523.5	112943	113300	113121.5	-407.38
1523.5	1527.35	113300	113635	113467.5	-407.14
1527.35	1531.2	113635	113957	113796	-402.56
1531.2	1535.05	113957	114280	114118.5	-400.69
1535.05	1538.9	114280	114592	114436	-399.75
1538.9	1542.75	114592	114908	114750	-396.96
1542.75	1546.6	114908	115229	115068.5	-398.33
1546.6	1550.45	115229	115549	115389	-392.03
1550.45	1554.3	115549	115845	115697	-385.01
1554.3	1558.15	115845	116152	115998.5	-390.98
1558.15	1562	116152	116468	116310	-393.74
1562	1565.85	116468	116784	116626	-393.92
1565.85	1569.7	116784	117089	116936.5	-390.35
1569.7	1573.55	117089	117400	117244.5	-392.11
1573.55	1577.4	117400	117702	117551	-388.04
1577.4	1581.25	117702	118011	117856.5	-390.83
1581.25	1585.1	118011	118313	118162	-387.06
1585.1	1588.95	118313	118613	118463	-387.93
1588.95	1592.8	118613	118911	118762	-386.71
1592.8	1596.65	118911	119204	119057.5	-385.96
1596.65	1600.5	119204	119497	119350.5	-389.2
1600.5	1604.35	119497	119787	119642	-381.3
1604.35	1608.2	119787	120089	119938	-386.73
1608.2	1612.05	120089	120392	120240.5	-385.13
1612.05	1615.9	120392	120686	120539	-386.45
1615.9	1619.75	120686	120985	120835.5	-385.52
1619.75	1623.6	120985	121286	121135.5	-383.31
1623.6	1627.45	121286	121577	121431.5	-384.48
1627.45	1631.3	121577	121847	121712	-379.21
1631.3	1635.15	121847	122164	122005.5	-388.45
1635.15	1639	122164	122475	122319.5	-387.82
1639	1642.85	122475	122788	122631.5	-386.26
1642.85	1646.7	122788	123097	122942.5	-386.62
1646.7	1650.55	123097	123418	123257.5	-389.74
1650.55	1654.4	123418	123735	123576.5	-387.31
1654.4	1658.25	123735	124055	123895	-388.38
1658.25	1662.1	124055	124363	124209	-385.4
1662.1	1665.95	124363	124652	124507.5	-381.58
1665.95	1669.8	124652	124943	124797.5	-379.03
1669.8	1673.65	124943	125232	125087.5	-381.74
1673.65	1677.5	125232	125510	125371	-375.92
1677.5	1681.35	125510	125771	125640.5	-371.95
1681.35	1685.2	125771	126027	125899	-370.66
1685.2	1689.05	126027	126269	126148	-364.29
1689.05	1692.9	126269	126514	126391.5	-366.68
1692.9	1696.75	126514	126769	126641.5	-367.92
1696.75	1700.6	126769	127027	126898	-369.51
1700.6	1704.45	127027	127296	127161.5	-371.18
1704.45	1708.3	127296	127564	127430	-370.95
1708.3	1712.15	127564	127835	127699.5	-371.99
1712.15	1716	127835	128117	127976	-374.89
1716	1719.85	128117	128415	128266	-376.11
1719.85	1723.7	128415	128735	128575	-383.51
1723.7	1727.55	128735	129068	128901.5	-386.35
1727.55	1731.4	129068	129406	129237	-386.42
1731.4	1735.25	129406	129771	129588.5	-392.06
1735.25	1739.1	129771	130168	129969.5	-398.14
1739.1	1742.95	130168	130580	130374	-399.17
1742.95	1746.8	130580	131036	130808	-405.2
1746.8	1750.65	131036	131533	131284.5	-413.88
1750.65	1754.5	131533	132035	131784	-411.61
1754.5	1758.35	132035	132580	132307.5	-418.4
1758.35	1762.2	132580	133183	132881.5	-423.3
1762.2	1766.05	133183	133856	133519.5	-432.18
1766.05	1769.9	133856	134549	134202.5	-433.24
1769.9	1773.75	134549	135270	134909.5	-436.27
1773.75	1777.6	135270	135980	135625	-434.47
1777.6	1781.45	135980	136696	136338	-435.18
1781.45	1785.3	136696	137469	137082.5	-440.71
1785.3	1789.15	137469	138238	137853.5	-440.43
1789.15	1793	138238	138983	138610.5	-437.05
1793	1796.85	138983	139742	139362.5	-440.53
1796.85	1800.7	139742	140506	140124	-438.64
1800.7	1804.55	140506	141242	140874	-436.46
1804.55	1808.4	141242	141973	141607.5	-435.2
1808.4	1812.25	141973	142711	142342	-436.97
1812.25	1816.1	142711	143458	143084.5	-437.25
1816.1	1819.95	143458	144193	143825.5	-435.92
1819.95	1823.8	144193	144913	144553	-435.89
1823.8	1827.65	144913	145609	145261	-430.74
1827.65	1831.5	145609	146348	145978.5	-435.28
1831.5	1835.35	146348	147064	146706	-433.21
1835.35	1839.2	147064	147798	147431	-436
1839.2	1843.05	147798	148471	148134.5	-429.4
1843.05	1846.9	148471	149159	148815	-430.65
1846.9	1850.75	149159	149847	149503	-430.22
1850.75	1854.6	149847	150553	150200	-433.21
1854.6	1858.45	150553	151267	150910	-431.7
1858.45	1862.3	151267	152018	151642.5	-435.65
1862.3	1866.15	152018	152792	152405	-437.71
1866.15	1870	152792	153604	153198	-441.06
1870	1873.85	153604	154414	154009	-438.98
1873.85	1877.7	154414	155221	154817.5	-441.16
1877.7	1881.55	155221	156016	155618.5	-439.72
1881.55	1885.4	156016	156800	156408	-438.65
1885.4	1889.25	156800	157485	157142.5	-427.36
1889.25	1893.1	157485	158178	157831.5	-426.93
1893.1	1896.95	158178	158911	158544.5	-432.05
1896.95	1900.8	158911	159673	159292	-435.77
1900.8	1904.65	159673	160414	160043.5	-423.84
1904.65	1908.5	160414	161135	160774.5	-427.55
1908.5	1912.35	161135	161916	161525.5	-434.04
1912.35	1916.2	161916	162733	162324.5	-436.78
1916.2	1920.05	162733	163562	163147.5	-438.67
1920.05	1923.9	163562	164372	163967	-437.62
1923.9	1927.75	164372	165146	164759	-435.09
1927.75	1931.6	165146	165879	165512.5	-430.53
1931.6	1935.45	165879	166599	166239	-425.53
1935.45	1939.3	166599	167325	166962	-428.55
1939.3	1943.15	167325	168104	167714.5	-430.86
1943.15	1947	168104	168911	168507.5	-434.18
1947	1950.85	168911	169727	169319	-437.51
1950.85	1954.7	169727	170472	170099.5	-424.97
1954.7	1958.55	170472	171256	170864	-432.57
1958.55	1962.4	171256	172095	171675.5	-431.98
1962.4	1966.25	172095	172941	172518	-436.32
1966.25	1970.1	172941	173768	173354.5	-434.8
1970.1	1973.95	173768	174611	174189.5	-439.17
1973.95	1977.8	174611	175468	175039.5	-433.04
1977.8	1981.65	175468	176321	175894.5	-427.72
1981.65	1985.5	176321	177212	176766.5	-427.52
1985.5	1989.35	177212	178120	177666	-435.78
1989.35	1993.2	178120	178989	178554.5	-437.1
1993.2	1997.05	178989	179908	179448.5	-439.06
1997.05	2000.9	179908	180876	180392	-442.53
2000.9	2004.75	180876	181805	181340.5	-440.56
2004.75	2008.6	181805	182757	182281	-440.06
2008.6	2012.45	182757	183691	183224	-441.63
2012.45	2016.3	183691	184586	184138.5	-437.97
2016.3	2020.15	184586	185431	185008.5	-431.09
2020.15	2024	185431	186174	185802.5	-423.05
2024	2027.85	186174	186824	186499	-412.8
2027.85	2031.7	186824	187542	187183	-424.91
2031.7	2035.55	187542	188325	187933.5	-427.7
2035.55	2039.4	188325	189136	188730.5	-431.79
2039.4	2043.25	189136	189910	189523	-430.54
2043.25	2047.1	189910	190642	190276	-422.8
2047.1	2050.95	190642	191462	191052	-425.52
2050.95	2054.8	191462	192281	191871.5	-430.66
2054.8	2058.65	192281	193043	192662	-427.36
2058.65	2062.5	193043	193743	193393	-419.9
2062.5	2066.35	193743	194442	194092.5	-420.01
2066.35	2070.2	194442	195097	194769.5	-408.39
2070.2	2074.05	195097	195714	195405.5	-411.57
2074.05	2077.9	195714	196312	196013	-408.11
2077.9	2081.75	196312	196909	196610.5	-406.02
2081.75	2085.6	196909	197511	197210	-405.71
2085.6	2089.45	197511	198125	197818	-402.69
2089.45	2093.3	198125	198758	198441.5	-406.53
2093.3	2097.15	198758	199410	199084	-406.02
2097.15	2101	199410	200110	199760	-412.28
2101	2104.85	200110	200881	200495.5	-417.43
2104.85	2108.7	200881	201681	201281	-422.11
2108.7	2112.55	201681	202469	202075	-421.09
2112.55	2116.4	202469	203258	202863.5	-418.58
2116.4	2120.25	203258	203987	203622.5	-411.55
2120.25	2124.1	203987	204688	204337.5	-411.35
2124.1	2127.95	204688	205386	205037	-410.23
2127.95	2131.8	205386	206075	205730.5	-410.78
2131.8	2135.65	206075	206746	206410.5	-407.59
2135.65	2139.5	206746	207416	207081	-404.57
2139.5	2143.35	207416	208088	207752	-405.64
2143.35	2147.2	208088	208729	208408.5	-399.73
2147.2	2151.05	208729	209376	209052.5	-400.91
2151.05	2154.9	209376	210017	209696.5	-402.12
2154.9	2158.75	210017	210668	210342.5	-402.78
2158.75	2162.6	210668	211342	211005	-406.27
2162.6	2166.45	211342	212029	211685.5	-403.34
2166.45	2170.3	212029	212732	212380.5	-407.72
2170.3	2174.15	212732	213410	213071	-403.2
2174.15	2178	213410	214055	213732.5	-399.75
2178	2181.85	214055	214720	214387.5	-402.01
2181.85	2185.7	214720	215439	215079.5	-406.3
2185.7	2189.55	215439	216219	215829	-412.35
2189.55	2193.4	216219	217051	216635	-418
2193.4	2197.25	217051	217912	217481.5	-420.45
2197.25	2201.1	217912	218829	218370.5	-422.68
2201.1	2204.95	218829	219845	219337	-429.18
2204.95	2208.8	219845	220986	220415.5	-437.22
2208.8	2212.65	220986	222150	221568	-437.48
2212.65	2216.5	222150	223368	222759	-440.76
2216.5	2220.35	223368	224524	223946	-437.53
2220.35	2224.2	224524	225527	225025.5	-425.86
2224.2	2228.05	225527	226536	226031.5	-425.91
2228.05	2231.9	226536	227706	227121	-436.18
2231.9	2235.75	227706	228785	228245.5	-430.28
2235.75	2239.6	228785	229919	229352	-433.92
2239.6	2243.45	229919	231013	230466	-430.62
2243.45	2247.3	231013	232099	231556	-428.8
2247.3	2251.15	232099	233109	232604	-423.71
2251.15	2255	233109	234073	233591	-420.26
2255	2258.85	234073	234980	234526.5	-416.12
2258.85	2262.7	234980	235833	235406.5	-411.2
2262.7	2266.55	235833	236670	236251.5	-409.06
2266.55	2270.4	236670	237513	237091.5	-409.96
2270.4	2274.25	237513	238330	237921.5	-407.09
2274.25	2278.1	238330	239142	238736	-406.63
2278.1	2281.95	239142	239890	239516	-401.12
2281.95	2285.8	239890	240604	240247	-396.51
2285.8	2289.65	240604	241241	240922.5	-387.87
2289.65	2293.5	241241	241832	241536.5	-381.26
2293.5	2297.35	241832	242445	242138.5	-384.36
2297.35	2301.2	242445	243080	242762.5	-385.35
2301.2	2305.05	243080	243735	243407.5	-387.3
2305.05	2308.9	243735	244510	244122.5	-399.38
2308.9	2312.75	244510	245379	244944.5	-407.63
2312.75	2316.6	245379	246393	245886	-417.21
2316.6	2320.45	246393	247549	246971	-427.62
2320.45	2324.3	247549	248654	248101.5	-423.59
2324.3	2328.15	248654	249840	249247	-427.42
2328.15	2332	249840	251137	250488.5	-434.25
2332	2335.85	251137	252462	251799.5	-434.31
2335.85	2339.7	252462	253795	253128.5	-435.16
2339.7	2343.55	253795	255085	254440	-432.52
2343.55	2347.4	255085	256415	255750	-434.48
2347.4	2351.25	256415	257674	257044.5	-430.15
2351.25	2355.1	257674	258904	258289	-427.73
2355.1	2358.95	258904	260228	259566	-433.03
2358.95	2362.8	260228	261531	260879.5	-431.53
2362.8	2366.65	261531	262889	262210	-434.76
2366.65	2370.5	262889	264119	263504	-426.8
2370.5	2374.35	264119	265374	264746.5	-428.06
2374.35	2378.2	265374	266709	266041.5	-431.98
2378.2	2382.05	266709	268133	267421	-435.29
2382.05	2385.9	268133	269623	268878	-438.37
2385.9	2389.75	269623	271158	270390.5	-439.64
2389.75	2393.6	271158	272769	271963.5	-442.44
2393.6	2397.45	272769	274359	273564	-441.3
2397.45	2401.3	274359	275914	275136.5	-438.86
2401.3	2405.15	275914	277478	276696	-439.77
2405.15	2409	277478	279042	278260	-439.33
2409	2412.85	279042	280461	279751.5	-432.66
2412.85	2416.7	280461	281862	281161.5	-431.21
2416.7	2420.55	281862	283241	282551.5	-430.95
2420.55	2424.4	283241	284558	283899.5	-426.63
2424.4	2428.25	284558	285828	285193	-425.24
2428.25	2432.1	285828	287036	286432	-420.35
2432.1	2435.95	287036	288226	287631	-419.53
2435.95	2439.8	288226	289409	288817.5	-418.91
2439.8	2443.65	289409	290507	289958	-412.24
2443.65	2447.5	290507	291748	291127.5	-419.88
2447.5	2451.35	291748	293124	292436	-426.58
2451.35	2455.2	293124	294627	293875.5	-432.52
2455.2	2459.05	294627	296065	295346	-429.2
2459.05	2462.9	296065	297521	296793	-427.91
2462.9	2466.75	297521	299044	298282.5	-430.76
2466.75	2470.6	299044	300469	299756.5	-426.19
2470.6	2474.45	300469	301985	301227	-429.87
2474.45	2478.3	301985	303448	302716.5	-426.73
2478.3	2482.15	303448	304860	304154	-422.51
2482.15	2486	304860	306242	305551	-420.07
2486	2489.85	306242	307857	307049.5	-430.52
2489.85	2493.7	307857	309439	308648	-429.03
2493.7	2497.55	309439	311022	310230.5	-430.09
2497.55	2501.4	311022	312526	311774	-425.82
2501.4	2505.25	312526	313922	313224	-420.33
2505.25	2509.1	313922	315212	314567	-414.11
2509.1	2512.95	315212	316454	315833	-411.95
2512.95	2516.8	316454	317703	317078.5	-410.13
2516.8	2520.65	317703	319096	318399.5	-418.41
2520.65	2524.5	319096	320571	319833.5	-423.24
2524.5	2528.35	320571	321935	321253	-416.72
2528.35	2532.2	321935	323197	322566	-411.47
2532.2	2536.05	323197	324360	323778.5	-406.05
2536.05	2539.9	324360	325438	324899	-399.26
2539.9	2543.75	325438	326492	325965	-397.41
2543.75	2547.6	326492	327500	326996	-394.31
2547.6	2551.45	327500	328516	328008	-394.86
2551.45	2555.3	328516	329514	329015	-393.33
2555.3	2559.15	329514	330498	330006	-392.25
2559.15	2563	330498	331468	330983	-390.83
2563	2566.85	331468	332461	331964.5	-392.95
2566.85	2570.7	332461	333387	332924	-387.97
2570.7	2574.55	333387	334206	333796.5	-377.78
2574.55	2578.4	334206	334950	334578	-369.07
2578.4	2582.25	334950	335713	335331.5	-369.24
2582.25	2586.1	335713	336578	336145.5	-378.23
2586.1	2589.95	336578	337631	337104.5	-391.48
2589.95	2593.8	337631	338871	338251	-403.29
2593.8	2597.65	338871	340335	339603	-413.06
2597.65	2601.5	340335	342239	341287	-430.03
2601.5	2605.35	342239	344487	343363	-442.39
2605.35	2609.2	344487	346669	345578	-439.96
2609.2	2613.05	346669	348807	347738	-436.94
2613.05	2616.9	348807	350765	349786	-432.98
2616.9	2620.75	350765	352724	351744.5	-431.52
2620.75	2624.6	352724	354809	353766.5	-436.45
2624.6	2628.45	354809	357073	355941	-440.49
2628.45	2632.3	357073	359377	358225	-441.79
2632.3	2636.15	359377	361621	360499	-439.09
2636.15	2640	361621	363741	362681	-434.65
2640	2643.85	363741	365808	364774.5	-431.92
2643.85	2647.7	365808	367888	366848	-432.18
2647.7	2651.55	367888	369992	368940	-433.05
2651.55	2655.4	369992	371906	370949	-426.45
2655.4	2659.25	371906	373756	372831	-422.39
2659.25	2663.1	373756	375879	374817.5	-432.15
2663.1	2666.95	375879	377932	376905.5	-429.58
2666.95	2670.8	377932	379885	378908.5	-426.19
2670.8	2674.65	379885	381657	380771	-418.74
2674.65	2678.5	381657	383478	382567.5	-419.59
2678.5	2682.35	383478	385302	384390	-420.6
2682.35	2686.2	385302	387041	386171.5	-414.89
2686.2	2690.05	387041	389125	388083	-426.1
2690.05	2693.9	389125	391102	390113.5	-422.48
2693.9	2697.75	391102	392892	391997	-414.63
2697.75	2701.6	392892	394463	393677.5	-404.32
2701.6	2705.45	394463	395936	395199.5	-399.12
2705.45	2709.3	395936	397368	396652	-396.35
2709.3	2713.15	397368	398788	398078	-394.83
2713.15	2717	398788	400137	399462.5	-390.92
2717	2720.85	400137	401449	400793	-388.52
2720.85	2724.7	401449	402720	402084.5	-385.26
2724.7	2728.55	402720	403995	403357.5	-385.39
2728.55	2732.4	403995	405242	404618.5	-382.96
2732.4	2736.25	405242	406490	405866	-383.34
2736.25	2740.1	406490	407746	407118	-382.98
2740.1	2743.95	407746	409039	408392.5	-384.31
2743.95	2747.8	409039	410387	409713	-386.61
2747.8	2751.65	410387	411812	411099.5	-390.62
2751.65	2755.5	411812	413276	412544	-391.78
2755.5	2759.35	413276	414782	414029	-393.15
2759.35	2763.2	414782	416305	415543.5	-392.29
2763.2	2767.05	416305	417898	417101.5	-395.56
2767.05	2770.9	417898	419630	418764	-400.21
2770.9	2774.75	419630	421422	420526	-402.62
2774.75	2778.6	421422	423168	422295	-397.19
2778.6	2782.45	423168	425430	424299	-414.82
2782.45	2786.3	425430	428484	426957	-434.75
2786.3	2790.15	428484	431898	430191	-443.04
2790.15	2794	431898	435369	433633.5	-442.95
2794	2797.85	435369	438482	436925.5	-435.37
2797.85	2801.7	438482	441512	439997	-432.53
2801.7	2805.55	441512	444601	443056.5	-433.59
2805.55	2809.4	444601	447555	446078	-429.91
2809.4	2813.25	447555	450858	449206.5	-438.89
2813.25	2817.1	450858	453968	452413	-433.1
2817.1	2820.95	453968	457075	455521.5	-434.73
2820.95	2824.8	457075	459657	458366	-418.64
2824.8	2828.65	459657	462255	460956	-420.09
2828.65	2832.5	462255	464892	463573.5	-420.98
2832.5	2836.35	464892	467330	466111	-414.38
2836.35	2840.2	467330	469688	468509	-411.36
2840.2	2844.05	469688	471897	470792.5	-406.11
2844.05	2847.9	471897	474153	473025	-406.39
2847.9	2851.75	474153	476534	475343.5	-410.29
2851.75	2855.6	476534	478970	477752	-411.3
2855.6	2859.45	478970	481491	480230.5	-413.64
2859.45	2863.3	481491	484130	482810.5	-416.9
2863.3	2867.15	484130	486784	485457	-416.91
2867.15	2871	486784	489513	488148.5	-417.94
2871	2874.85	489513	492493	491003	-424.33
2874.85	2878.7	492493	495440	493966.5	-423.04
2878.7	2882.55	495440	498279	496859.5	-418.9
2882.55	2886.4	498279	501007	499643	-416.41
2886.4	2890.25	501007	503670	502338.5	-413.2
2890.25	2894.1	503670	506361	505015.5	-413.56
2894.1	2897.95	506361	509259	507810	-418.34
2897.95	2901.8	509259	512192	510725.5	-419.35
2901.8	2905.65	512192	515268	513730	-420.59
2905.65	2909.5	515268	518849	517058.5	-431.16
2909.5	2913.35	518849	522437	520643	-429.67
2913.35	2917.2	522437	526174	524305.5	-433.02
2917.2	2921.05	526174	530035	528104.5	-434.28
2921.05	2924.9	530035	533734	531884.5	-432.21
2924.9	2928.75	533734	537107	535420.5	-424.74
2928.75	2932.6	537107	540093	538600	-416.07
2932.6	2936.45	540093	543227	541660	-418.03
2936.45	2940.3	543227	546803	545015	-427.17
2940.3	2944.15	546803	550135	548469	-420.96
2944.15	2948	550135	553249	551692	-415.23
2948	2951.85	553249	556063	554656	-407.86
2951.85	2955.7	556063	558802	557432.5	-405.2
2955.7	2959.55	558802	561461	560131.5	-403.08
2959.55	2963.4	561461	564065	562763	-400.84
2963.4	2967.25	564065	566686	565375.5	-400.96
2967.25	2971.1	566686	569344	568015	-401.98
2971.1	2974.95	569344	571998	570671	-400.97
2974.95	2978.8	571998	574745	573371.5	-403.5
2978.8	2982.65	574745	577548	576146.5	-404.53
2982.65	2986.5	577548	580314	578931	-402.97
2986.5	2990.35	580314	583086	581700	-403.22
2990.35	2994.2	583086	585758	584422	-398.73
2994.2	2998.05	585758	589161	587459.5	-414.07
2998.05	3001.9	589161	593254	591207.5	-427.39
3001.9	3005.75	593254	597109	595181.5	-423.63
3005.75	3009.6	597109	600862	598985.5	-421.74
3009.6	3013.45	600862	604760	602811	-423.15
3013.45	3017.3	604760	608619	606689.5	-421.89
3017.3	3021.15	608619	612055	610337	-413.49
3021.15	3025	612055	615030	613542.5	-402.79
3025	3028.85	615030	617879	616454.5	-399.16
3028.85	3032.7	617879	620908	619393.5	-403.16
3032.7	3036.55	620908	624096	622502	-403.9
3036.55	3040.4	624096	628646	626371	-425.56
3040.4	3044.25	628646	634008	631327	-438.68
3044.25	3048.1	634008	638947	636477.5	-432.07
3048.1	3051.95	638947	643809	641378	-431.67
3051.95	3055.8	643809	649061	646435	-435.95
3055.8	3059.65	649061	654651	651856	-441.38
3059.65	3063.5	654651	659673	657162	-432.93
3063.5	3067.35	659673	664286	661979.5	-427.54
3067.35	3071.2	664286	668725	666505.5	-424.38
3071.2	3075.05	668725	673200	670962.5	-425.19
3075.05	3078.9	673200	677212	675206	-416.91
3078.9	3082.75	677212	680970	679091	-411.95
3082.75	3086.6	680970	684607	682788.5	-409.67
3086.6	3090.45	684607	687985	686296	-404.39
3090.45	3094.3	687985	691326	689655.5	-403.41
3094.3	3098.15	691326	694745	693035.5	-403.47
3098.15	3102	694745	698346	696545.5	-406.2
3102	3105.85	698346	701950	700148	-405.53
3105.85	3109.7	701950	705818	703884	-410.34
3109.7	3113.55	705818	709850	707834	-413.07
3113.55	3117.4	709850	714001	711925.5	-413.19
3117.4	3121.25	714001	718994	716497.5	-424.46
3121.25	3125.1	718994	724128	721561	-428.37
3125.1	3128.95	724128	728856	726492	-422.73
3128.95	3132.8	728856	733136	730996	-415.6
3132.8	3136.65	733136	737527	735331.5	-415.08
3136.65	3140.5	737527	742419	739973	-433.65
