# GISP2 Ice Core Temperature and Accumulation Data
# ---------------------------------------------------------------------
#  NOAA Paleoclimatology Program
#  and
# World Data Center for Paleoclimatology, Boulder
# ---------------------------------------------------------------------
# NOTE: PLEASE CITE ORIGINAL REFERENCE WHEN USING THIS DATA!!!!!
# 
# 
# NAME OF DATA SET: GISP2 Ice Core Temperature and Accumulation Data
# LAST UPDATE: 3/2004 (Original Receipt by WDC Paleo)
# 
# 
# CONTRIBUTOR: Richard Alley, Pennsylvania State University.
# IGBP PAGES/WDCA CONTRIBUTION SERIES NUMBER: 2004-013
# 
# 
# SUGGESTED DATA CITATION: Alley, R.B.. 2004.
# GISP2 Ice Core Temperature and Accumulation Data. 
# IGBP PAGES/World Data Center for Paleoclimatology 
# Data Contribution Series #2004-013. 
# NOAA/NGDC Paleoclimatology Program, Boulder CO, USA. 
# 
# 
# ORIGINAL REFERENCE: Alley, R.B. 2000. 
# The Younger Dryas cold interval as viewed from central Greenland. 
# Quaternary Science Reviews 19:213-226.
# 
# 
# ADDITIONAL REFERENCE:
# Cuffey, K.M., and G.D. Clow. 1997. Temperature, accumulation, and ice sheet
# elevation in central Greenland through the last deglacial transition.
# Journal of Geophysical Research 102:26383-26396.
# 
# 
# GEOGRAPHIC REGION: Greenland
# PERIOD OF RECORD: 49 KYrBP - present
# 
# 
# DESCRIPTION: 
# Temperature interpretation based on stable isotope analysis, and 
# ice accumulation data, from the GISP2 ice core, central Greenland. 
# Data are smoothed from original measurements published by 
# Cuffey and Clow (1997), as presented in Figure 1 of Alley (2000).
# 
# 
# ABSTRACT: 
# Greenland ice-core records provide an exceptionally clear picture of 
# many aspects of abrupt climate changes, and particularly of those 
# associated with the Younger Dryas event, as reviewed here. 
# Well-preserved annual layers can be counted confidently, with only 1% 
# errors for the age of the end of the Younger Dryas 11,500 years before 
# present. Ice-flow corrections allow reconstruction of snow accumulation 
# rates over tens of thousands of years with little additional uncertainty. 
# Glaciochemical and particulate data record atmospheric-loading changes 
# with little uncertainty introduced by changes in snow accumulation. 
# Confident paleothermometry is provided by site-specific calibrations 
# using ice-isotopic ratios, borehole temperatures, and gas-isotopic ratios. 
# Near-simultaneous changes in ice-core paleoclimatic indicators of local, 
# regional, and more-widespread climate conditions demonstrate that much 
# of the Earth experienced abrupt climate changes synchronous with 
# Greenland within thirty years or less. Post-Younger Dryas changes 
# have not duplicated the size, extent and rapidity of these 
# paleoclimatic changes. 
# 
# 
# 
# DATA:
# 1. Temperature in central Greenland 
# 
# 
# Column 1: Age (thousand years before present) 
# Column 2: Temperature in central Greenland (degrees C) 
# 
Age Temperature
17.684 -44.8113
17.73 -45.7697
17.776 -46.3202
17.821 -45.8817
17.869 -44.8725
17.92 -43.578
17.97 -43.3232
18.019 -43.8838
18.071 -44.4853
18.116 -44.689
18.165 -44.2914
18.216 -43.6291
18.266 -43.9755
18.317 -44.4749
18.36 -44.1385
18.408 -44.108
18.464 -43.5373
18.514 -44.8523
18.563 -45.1477
18.61 -45.9838
18.663 -44.4343
18.715 -43.9144
18.767 -43.3128
18.819 -43.9349
18.877 -43.6492
18.927 -43.2722
18.98 -43.2009
19.033 -43.8327
19.077 -43.8226
19.126 -43.8431
19.167 -42.9664
19.21 -42.6606
19.253 -42.9257
19.293 -43.7309
19.336 -44.6177
19.382 -45.0664
19.422 -45.0459
19.466 -45.4028
19.511 -45.4841
19.56 -45.3211
19.602 -45.0664
19.658 -45.3517
19.708 -45.637
19.761 -46.045
19.812 -45.9122
19.858 -46.5749
19.904 -45.9939
19.954 -45.9226
20.007 -45.311
20.051 -45.7492
20.099 -46.3609
20.144 -46.4933
20.188 -47.0236
20.233 -47.533
20.281 -48.3079
20.331 -48.3691
20.376 -46.7991
20.425 -45.1275
20.478 -45.0664
20.526 -44.9541
20.572 -45.5147
20.621 -44.5055
20.671 -45.5862
20.721 -46.585
20.774 -47.4719
20.83 -47.2272
20.877 -47.6248
20.926 -48.0428
20.982 -48.4609
21.036 -48.3997
21.087 -48.7972
21.137 -48.9603
21.191 -49.2355
21.239 -49.6942
21.292 -50.6321
21.345 -50.4893
21.396 -49.8572
21.449 -49.0725
21.502 -49.5514
21.556 -49.9183
21.612 -50.4893
21.671 -49.256
21.727 -49.0315
21.793 -48.1346
21.856 -49.2254
21.916 -48.7869
21.9795 -49.1538
22.0355 -48.7055
22.0905 -48.6138
22.1385 -48.0835
22.1865 -47.4719
22.2515 -48.0021
22.2985 -48.8174
22.3595 -49.47
22.421 -48.889
22.481 -48.1856
22.538 -48.1651
22.595 -48.9398
22.65 -49.0419
22.707 -48.5526
22.763 -48.267
22.815 -48.1245
22.871 -47.1459
22.926 -44.73
22.974 -43.8327
23.028 -45.4333
23.082 -47.7777
23.133 -49.47
23.185 -49.2966
23.247 -48.9502
23.297 -46.1468
23.341 -43.211
23.392 -42.2119
23.444 -43.9755
23.505 -47.8287
23.566 -49.5312
23.63 -51.2437
23.694 -51.152
23.753 -52.5177
23.814 -52.3242
23.874 -52.9257
23.934 -52.8541
23.986 -53.0887
24.038 -53.3945
24.098 -53.415
24.153 -53.1499
24.208 -52.4872
24.267 -51.2639
24.337 -50.5199
24.401 -49.6125
24.463 -48.5015
24.531 -48.9603
24.591 -49.3171
24.653 -51.2538
24.714 -50.581
24.78 -51.5697
24.841 -50.7239
24.91 -51.0193
24.976 -48.3997
25.037 -47.4312
25.099 -47.4211
25.164 -48.9603
25.229 -49.6942
25.294 -50.0407
25.361 -49.5413
25.426 -49.6431
25.495 -50.418
25.563 -52.0896
25.63 -53.5474
25.7 -52.8135
25.766 -51.3966
25.831 -49.6431
25.901 -49.7758
25.973 -49.8572
26.043 -50.2957
26.11 -48.522
26.175 -48.3385
26.242 -47.3905
26.309 -48.7361
26.374 -49.0725
26.445 -49.8471
26.513 -49.4902
26.583 -48.7156
26.647 -49.215
26.71 -49.3783
26.768 -49.9899
26.831 -48.7972
26.892 -48.1245
26.956 -48.6443
27.018 -48.7055
27.085 -48.7563
27.145 -48.1141
27.207 -48.5832
27.277 -49.419
27.346 -49.6025
27.419 -48.6951
27.489 -45.7187
27.559 -43.1599
27.614 -40.9786
27.671 -40.8156
27.72 -39.5924
27.774 -38.7156
27.828 -38.267
27.882 -41.3557
27.944 -45.2294
28.025 -48.318
28.104 -50.367
28.181 -50.6728
28.255 -51.3661
28.325 -50.6422
28.392 -49.5514
28.455 -49.1336
28.517 -49.8572
28.578 -50.9275
28.628 -50.5606
28.687 -47.37
28.742 -44.6278
28.789 -41.845
28.836 -41.7226
28.881 -40.3771
28.929 -40.163
28.979 -39.0725
29.028 -41.7125
29.071 -44.6584
29.125 -48.7361
29.187 -50.5404
29.253 -50.948
29.315 -50.0511
29.375 -50.53
29.437 -50.8462
29.506 -51.478
29.586 -51.7226
29.662 -52.5994
29.744 -53.5933
29.817 -53.048
29.878 -53.2621
29.938 -53.3028
30.005 -53.1905
30.07 -52.3954
30.14 -53.0786
30.206 -52.8746
30.271 -52.3648
30.336 -51.0092
30.401 -50.8969
30.468 -50.1734
30.536 -49.2049
30.596 -49.3884
30.657 -49.6535
30.721 -51.5596
30.783 -51.7532
30.852 -52.5587
30.914 -52.1814
30.98 -51.2743
31.046 -51.4884
31.113 -51.4985
31.178 -52.3343
31.241 -52.5177
31.305 -52.0489
31.369 -52.2324
31.433 -51.4985
31.497 -51.6921
31.559 -51.0193
31.619 -50.1018
31.681 -48.6544
31.746 -47.3599
31.806 -46.3609
31.866 -44.9236
31.926 -43.9655
31.981 -42.8034
32.041 -42.3752
32.099 -41.3661
32.161 -40.9581
32.221 -40.6933
32.283 -41.6309
32.346 -45.0459
32.41 -48.0327
32.476 -50.8868
32.544 -51.3661
32.609 -52.1612
32.676 -52.2936
32.745 -53.048
32.815 -53.2416
32.883 -53.048
32.951 -52.844
33.019 -51.2844
33.082 -48.9196
33.151 -45.6269
33.22 -43.945
33.289 -43.1092
33.357 -42.9664
33.425 -42.8034
33.493 -41.6309
33.558 -40.8868
33.625 -43.1398
33.691 -46.952
33.759 -49.6229
33.829 -49.3373
33.894 -49.1844
33.96 -49.3272
34.026 -49.6229
34.092 -49.4801
34.158 -50.163
34.224 -50.4893
34.284 -50.948
34.348 -50.3875
34.415 -50.6422
34.474 -49.1642
34.534 -47.8798
34.584 -45.7798
34.629 -45.3416
34.685 -45.2599
34.733 -45.4434
34.782 -45.5658
34.83 -44.3119
34.879 -43.3333
34.922 -41.9572
34.965 -41.3661
35.01 -40.8156
35.058 -41.2639
35.1 -41.2743
35.141 -40.9991
35.185 -40.1122
35.223 -40.2853
35.27 -41.4168
35.308 -45.0153
35.362 -48.5728
35.423 -50.5098
35.485 -50.8563
35.547 -50.9379
35.609 -51.2232
35.671 -52.5587
35.744 -52.8339
35.808 -52.9969
35.865 -51.5086
35.923 -51.2232
35.981 -51.6208
36.044 -51.3661
36.099 -50.7645
36.154 -50.3159
36.209 -49.1336
36.264 -47.1765
36.312 -45.2089
36.366 -44.4648
36.414 -43.8125
36.464 -44.6994
36.519 -45.4229
36.574 -46.6361
36.629 -46.4119
36.69 -45.5758
36.747 -44.9746
36.807 -43.1498
36.86 -42.1612
36.912 -41.5902
36.965 -41.2844
37.019 -41.5086
37.073 -41.6208
37.127 -41.5697
37.181 -41.1009
37.23 -40.3771
37.285 -40.3058
37.342 -40.581
37.397 -40.6217
37.452 -40.6829
37.507 -40.53
37.557 -40.4382
37.612 -39.9694
37.668 -39.0009
37.722 -38.8685
37.779 -38.8991
37.842 -39.215
37.905 -39.1132
37.968 -39.3578
38.031 -39.3578
38.1 -38.6443
38.17 -37.9817
38.239 -37.4924
38.307 -37.319
38.358 -37.7982
38.413 -41.0908
38.47 -44.5667
38.537 -48.2263
38.603 -48.9092
38.677 -49.7758
38.749 -49.9899
38.831 -50.2599
38.909 -51.0602
38.99 -51.3303
39.064 -51.0297
39.142 -50.7239
39.221 -50.8052
39.302 -50.4587
39.385 -50.4434
39.469 -49.9083
39.551 -50.6575
39.63 -51.9367
39.716 -51.9878
39.809 -51.0703
39.89 -50.9633
39.971 -50.3976
40.044 -48.1346
40.106 -46.0651
40.172 -44.1284
40.232 -45.311
40.288 -46.6361
40.357 -48.1346
40.409 -48.1856
40.46 -48.5832
40.506 -49.3783
40.558 -49.2761
40.6 -50.7239
40.644 -49.8777
40.687 -49.4902
40.726 -47.4924
40.775 -45.9428
40.819 -44.0673
40.861 -42.793
40.903 -43.007
40.954 -43.415
41.002 -43.0887
41.047 -42.1508
41.084 -40.9174
41.129 -40.2957
41.17 -42.0284
41.21 -44.944
41.261 -48.2263
41.312 -49.2661
41.363 -49.9694
41.419 -50.4281
41.471 -50.9275
41.535 -51.1927
41.582 -51.2437
41.634 -49.8165
41.683 -47.4413
41.733 -45.5453
41.783 -45.1275
41.84 -45.678
41.895 -45.4434
41.946 -45.0153
42.002 -43.782
42.052 -42.5688
42.1 -41.4578
42.153 -41.3456
42.196 -41.6208
42.246 -41.478
42.296 -40.8462
42.347 -40.4486
42.39 -40.1223
42.431 -40.8052
42.479 -40.581
42.524 -41.5291
42.572 -44.2303
42.619 -48.0529
42.686 -51.2437
42.751 -52.0284
42.814 -51.8349
42.877 -51.3761
42.943 -50.8257
43.005 -50.6321
43.069 -50.6829
43.123 -50.3465
43.18 -49.582
43.241 -47.2988
43.295 -44.8725
43.343 -43.2621
43.394 -44.3731
43.451 -45.3517
43.515 -46.0346
43.57 -45.4841
43.631 -45.4333
43.687 -45.1376
43.748 -45.3823
43.808 -44.9236
43.863 -44.3731
43.925 -43.5679
43.982 -43.5985
44.041 -44.1489
44.093 -44.0774
44.149 -43.3128
44.202 -42.263
44.248 -41.5596
44.294 -41.0398
44.337 -40.5505
44.382 -40.367
44.431 -40.367
44.477 -40.7239
44.53 -40.3058
44.58 -40.2346
44.621 -39.8471
44.667 -39.837
44.714 -39.8266
44.755 -39.2866
44.799 -39.0214
44.843 -38.6034
44.888 -38.522
44.933 -37.9511
44.979 -37.8593
45.025 -38.0939
45.066 -37.8187
45.145 -37.5382
45.189 -37.1177
45.189 -37.4517
45.235 -36.9419
45.277 -36.3914
45.321 -35.8003
45.398 -39.2049
45.44 -42.5306
45.44 -44.8523
45.5 -49.0927
45.558 -49.3578
45.623 -48.9703
45.693 -48.2364
45.759 -47.941
45.825 -47.9205
45.897 -48.889
45.977 -49.1232
46.062 -49.5872
46.153 -49.1896
46.232 -49.5312
46.312 -49.6535
46.401 -49.2966
46.482 -47.4924
46.569 -44.7554
46.638 -45.1376
46.702 -45.311
46.759 -44.2508
46.826 -43.1905
46.892 -42.1713
46.949 -41.7942
47.004 -42.7728
47.064 -42.8645
47.124 -42.5483
47.184 -42.2936
47.23 -44.7196
47.283 -46.7789
47.345 -47.4618
47.429 -46.6667
47.504 -44.4037
47.567 -43.9245
47.626 -44.4037
47.687 -45.2294
47.742 -45.1376
47.805 -44.7502
47.868 -44.9642
47.93 -44.9031
47.992 -44.8012
48.059 -44.2713
48.121 -44.1489
48.189 -44.0266
48.251 -43.6391
48.317 -43.6798
48.377 -43.996
48.438 -44.2609
48.499 -44.3731
48.57 -44.2713
48.638 -44.1896
48.709 -44.0266
48.769 -43.792
48.833 -43.1905
48.901 -42.8135
48.964 -42.8847
49.026 -43.5881
49.095 -43.7514
49.167 -43.1498
49.228 -41.6921
49.293 -41.4373
49.358 -41.3661
49.418 -41.5596
49.47 -41.4679
49.521 -41.152
49.579 -41.0297
49.635 -40.6523
49.69 -40.4792
49.746 -40.5505
49.806 -40.2651
49.868 -40.1018
49.922 -39.8165
49.981 -39.9694
